experiment,iteration,cluster,cpu_used,cpu_alloc,cpu_util,memory_used,memory_alloc,memory_util
2,3,mec14,2.8,4.0,69.0,2473420032.0,4022013952.0,61.5
2,3,mec11,2.9,4.0,71.5,2731369728.0,4022013952.0,67.9
2,3,mec16,3.0,4.0,75.5,2610783488.0,4022013952.0,64.9
2,3,mec17,3.1,4.0,77.8,2468177152.0,4022013952.0,61.4
2,3,mec18,2.9,4.0,73.5,2622317824.0,4022013952.0,65.2
2,3,mec15,3.1,4.0,78.8,2672649472.0,4022013952.0,66.5
2,3,mec20,3.0,4.0,73.8,2512217344.0,4022013952.0,62.5
2,3,mec21,3.0,4.0,76.0,2745001216.0,4022013952.0,68.2
2,3,mec22,3.1,4.0,78.2,2537383168.0,4022022144.0,63.1
2,3,mec19,2.8,4.0,69.2,2576180480.0,4022013952.0,64.1
2,3,mec24,3.2,4.0,79.2,2616026368.0,4022022144.0,65.0
2,3,mec25,2.9,4.0,71.2,2426234112.0,4022013952.0,60.3
2,3,mec26,3.1,4.0,76.5,2747098368.0,4022013952.0,68.3
2,3,mec23,3.0,4.0,74.8,2677892352.0,4022022144.0,66.6
2,3,mec3,5.1,8.0,64.2,5219640576.0,8242675712.0,63.3
2,3,mec4,4.2,8.0,51.9,2901239040.0,8242683904.0,35.2
2,3,mec5,1.6,8.0,19.4,1118659840.0,8242683904.0,13.6
2,3,mec6,5.1,8.0,64.0,5454521600.0,8242683904.0,66.2
2,3,mec7,5.3,8.0,66.2,5601322240.0,8242675712.0,68.0
2,3,mec1,2.5,12.0,21.0,1948083456.0,12457054208.0,15.6
2,4,mec12,3.1,4.0,77.2,2512217344.0,4022013952.0,62.5
2,4,mec13,2.3,4.0,56.5,1852663040.0,4022022144.0,46.1
2,4,mec14,2.8,4.0,71.0,2535286016.0,4022013952.0,63.0
2,4,mec11,3.1,4.0,78.2,2486002944.0,4022013952.0,61.8
2,4,mec16,3.0,4.0,75.5,2610783488.0,4022013952.0,64.9
2,4,mec17,2.9,4.0,71.8,2474468608.0,4022013952.0,61.5
2,4,mec18,3.2,4.0,79.0,2582471936.0,4022013952.0,64.2
2,4,mec15,3.1,4.0,78.8,2672649472.0,4022013952.0,66.5
2,4,mec20,3.0,4.0,73.8,2512217344.0,4022013952.0,62.5
2,4,mec21,3.0,4.0,76.0,2933744896.0,4022013952.0,72.9
2,4,mec22,3.1,4.0,78.2,2537383168.0,4022022144.0,63.1
2,4,mec19,2.8,4.0,69.8,2562548992.0,4022013952.0,63.7
2,4,mec24,2.9,4.0,73.5,2275239168.0,4022022144.0,56.6
2,4,mec25,3.1,4.0,77.0,2712495360.0,4022013952.0,67.4
2,4,mec26,3.1,4.0,76.5,2757584128.0,4022013952.0,68.6
2,4,mec23,3.0,4.0,75.5,2784847104.0,4022022144.0,69.2
2,4,mec3,5.9,8.0,73.5,5619148032.0,8242675712.0,68.2
2,4,mec4,5.8,8.0,72.0,4639778048.0,8242683904.0,56.3
2,4,mec5,1.6,8.0,19.4,1118659840.0,8242683904.0,13.6
2,4,mec6,5.2,8.0,65.0,5817328896.0,8242683904.0,70.6
2,4,mec7,3.4,8.0,43.0,3908920576.0,8242675712.0,47.4
2,4,mec1,1.6,12.0,12.9,1118659840.0,12457054208.0,9.0
2,5,mec12,3.0,4.0,74.8,2566743296.0,4022013952.0,63.8
2,5,mec13,3.1,4.0,77.0,2712495360.0,4022022144.0,67.4
2,5,mec14,2.8,4.0,71.0,2535286016.0,4022013952.0,63.0
2,5,mec11,2.3,4.0,56.5,1814914304.0,4022013952.0,45.1
2,5,mec16,3.0,4.0,75.5,2610783488.0,4022013952.0,64.9
2,5,mec17,2.9,4.0,71.8,2474468608.0,4022013952.0,61.5
2,5,mec18,3.2,4.0,79.0,2582471936.0,4022013952.0,64.2
2,5,mec15,3.0,4.0,76.2,2377999616.0,4022013952.0,59.1
2,5,mec20,3.0,4.0,73.8,2512217344.0,4022013952.0,62.5
2,5,mec21,3.0,4.0,76.0,2933744896.0,4022013952.0,72.9
2,5,mec22,3.1,4.0,78.2,2537383168.0,4022022144.0,63.1
2,5,mec19,2.8,4.0,69.8,2562548992.0,4022013952.0,63.7
2,5,mec24,2.9,4.0,73.5,2275239168.0,4022022144.0,56.6
2,5,mec25,3.0,4.0,76.2,2648532224.0,4022013952.0,65.9
2,5,mec26,3.1,4.0,76.5,2757584128.0,4022013952.0,68.6
2,5,mec23,3.0,4.0,75.5,2784847104.0,4022022144.0,69.2
2,5,mec3,6.3,8.0,78.8,5709325568.0,8242675712.0,69.3
2,5,mec4,4.8,8.0,60.1,4254950656.0,8242683904.0,51.6
2,5,mec5,1.6,8.0,19.4,1118659840.0,8242683904.0,13.6
2,5,mec6,6.0,8.0,75.0,6227322112.0,8242683904.0,75.5
2,5,mec7,3.4,8.0,43.0,3908920576.0,8242675712.0,47.4
2,5,mec1,1.6,12.0,12.9,1118659840.0,12457054208.0,9.0
3,1,mec12,3.1,4.0,77.2,2512217344.0,4022013952.0,62.5
3,1,mec13,2.1,4.0,53.0,1799185664.0,4022022144.0,44.7
3,1,mec14,2.8,4.0,69.0,2473420032.0,4022013952.0,61.5
3,1,mec11,2.3,4.0,56.5,1814914304.0,4022013952.0,45.1
3,1,mec16,2.9,4.0,73.0,2650629376.0,4022013952.0,65.9
3,1,mec17,2.9,4.0,71.5,2726126848.0,4022013952.0,67.8
3,1,mec18,2.4,4.0,59.2,1941792000.0,4022013952.0,48.3
3,1,mec15,3.0,4.0,75.2,2432525568.0,4022013952.0,60.5
3,1,mec20,2.9,4.0,72.8,2427282688.0,4022013952.0,60.3
3,1,mec21,3.1,4.0,76.5,2859296000.0,4022013952.0,71.1
